11,"[949, 710, 687, 9312, 9208, 197, 568, 414, 1572, 10428, 9804, 6950, 278, 9331, 13, 9359, 8987, 1637, 36955, 9350, 5503, 9255, 9386, 329, 9516, 18133, 14291, 280, 274, 954, 9802, 664, 602, 2119, 744, 1892, 12498, 1573, 8845, 75, 9361, 9619, 2163, 1701, 754, 686, 4421, 8834, 9416, 9772, 6623, 4824, 11831, 489, 597, 2898, 9469, 929, 95, 944, 544, 943, 9835, 857]"
12,"[9603, 6520, 22625, 6280, 9587, 10510, 712, 10442, 2925, 3573, 770, 137, 7863, 3179, 597, 8656, 11974, 2619, 8856, 10314, 4951, 11355, 9032, 2978, 6003, 71, 3981, 11529, 508, 11036, 4348, 8966]"
13,"[807, 3586, 114, 7452, 85, 8413, 978, 2255, 597, 11522, 4011, 796, 603, 2787, 9532, 10479, 98, 8584, 9679, 2024, 36657, 2655, 5551, 8843, 10480, 786, 6521, 4327, 146, 107, 9740]"
14,"[31357, 11860, 9273, 451, 63, 9603, 807, 9208, 688, 197, 568, 414, 10802, 8467, 4476, 1945, 241, 680, 278, 1587, 2064, 3049, 10464, 13, 854, 8987, 1637, 12160, 9350, 10443, 1634, 15765, 329, 10502, 9800, 713, 14534, 424, 858, 867, 10057, 11969, 771, 581, 268, 274, 114, 9894]"
15,"[862, 9312, 807, 8839, 9886, 6280, 11, 101, 680, 278, 888, 13, 8587, 424, 812, 280, 10895, 602, 10061, 238, 1891, 85, 679, 1892, 348, 218, 137, 105, 377, 18, 782, 846, 942, 165, 196, 857, 10144, 12230, 8393, 8195, 73, 603, 745, 14, 861, 550, 497, 2277, 1700, 10559, 1359, 3536, 98, 9285, 2024, 641, 9741, 3981, 8358, 77, 808, 644, 1933, 585, 120, 453, 180, 129, 121, 8392, 640, 12, 170, 24, 1954, 393, 809, 2048, 9806, 1895, 1579, 9693, 1124, 2062, 6479, 155, 1726, 10681, 13053, 13223, 17431, 14160, 19913, 17654, 12244, 22794, 19995, 27205, 51876, 38050, 45612, 24428, 70160, 49026, 70981, 59967, 87827, 68718, 75612, 72190, 49047, 109424, 120467, 157336, 100402, 137113, 210577, 118340, 245891, 264660, 198184, 76341, 140607, 293660, 284052, 246655, 286217, 150540, 296098, 333371, 269149, 223702, 363676, 330459, 274870]"
16,"[807, 629, 103, 3512, 11, 101, 680, 278, 9905, 13, 424, 78, 274, 275, 27768, 532, 935, 10061, 238, 567, 289, 963, 15, 500, 762, 10548, 531, 1412, 10409, 510, 1891, 2493, 85, 68, 429, 389, 595, 28, 769, 348, 539, 600, 530, 703, 37247, 829, 832, 765, 982, 903, 914, 625, 2118, 10215, 489, 346, 6471, 73, 8741, 2112, 603, 8536, 1073, 9824, 745, 14, 550, 128, 961, 177, 1850, 54825, 11368, 3133, 641, 2609, 107, 77, 141, 194, 120, 129, 1672, 121, 8392, 10515, 81, 122, 38, 206216, 670, 1417, 155, 10681, 14160, 10193, 27205, 49026]"
17,"[862, 9312, 807, 629, 197, 103, 568, 11, 101, 680, 278, 13, 329, 424, 78, 280, 581, 268, 274, 935, 602, 238, 872, 567, 239, 12092, 562, 500, 792, 10537, 2119, 510, 1891, 2493, 85, 429, 185, 335, 1892, 769, 240, 600, 1578, 9277, 218, 829, 694, 235, 11778, 105, 89, 12498, 157, 3179, 9366, 115, 13597, 9340, 346, 857, 117, 73, 1542, 603, 2978, 745, 14, 550, 1621, 497, 10158, 996, 10747, 938, 9659, 641, 77, 1648, 120, 129, 1672, 121, 8392, 598, 10515, 322, 81, 122, 9461, 670, 4935, 272, 1417, 1422, 155, 10681, 12163, 16869, 13475, 39452, 10193, 27205, 37799, 45317, 44264]"
18,"[862, 8844, 949, 524, 63, 9598, 687, 807, 629, 755, 9614, 197, 103, 9737, 8068, 1572, 2293, 9804, 2292, 8467, 522, 11, 241, 101, 680, 278, 193, 1587, 3049, 13, 8587, 854, 36593, 11011, 1637, 36955, 6075, 9612, 9739, 5503, 9255, 329, 788, 11231, 9800, 424, 78, 319, 771, 812, 280, 581, 274, 10020, 275, 1592, 954, 8840, 2300, 532, 627, 602, 9894, 10061, 238, 567, 213, 963, 630, 15, 62, 864, 562, 454, 583, 521, 500, 9504, 762, 531, 510, 1891, 85, 429, 389, 185, 595, 28, 335, 1892, 1092, 769, 348, 539, 240, 600, 530, 311, 9277, 218, 379, 207, 37247, 829, 832, 105, 8009, 903, 89, 199, 1573, 152, 154, 157, 75, 9366, 816, 18, 330, 607, 9772, 2118, 2649, 782, 563, 37165, 489, 597, 184, 115, 2898, 617, 1965, 95, 944, 10513, 1366, 380, 941, 942, 943, 165, 196, 346, 857, 9631, 87, 11219, 117, 881, 8195, 162, 637, 73, 1367, 1371, 1374, 1375, 1885, 8856, 10495, 9671, 2112, 100, 603, 817, 104, 2105, 745, 9377, 391, 772, 550, 492, 1832, 2668, 497, 8872, 619, 8374, 3082, 98, 938, 9659, 7443, 4247, 36657, 1619, 641, 9741, 10673, 107, 77, 4133, 111, 808, 966, 60670, 869, 9896, 9398, 585, 671, 161, 194, 120, 453, 37257, 993, 425, 4547, 557, 2501, 180, 608, 4147, 818, 4108, 575, 1430, 565, 672, 7299, 201, 121, 3131, 640, 423, 9506, 10180, 36658, 604, 310, 12, 9654, 290, 1927, 22, 8961, 1428, 891, 4543, 1584, 322, 24, 4256, 605, 11092, 587, 122, 1954, 1824, 9352, 615, 338, 38, 1487, 393, 26133, 1583, 250, 809, 435, 673, 8699, 2048, 2502, 401, 1538, 3989, 4553, 176, 1677, 9806, 163, 64353, 8677, 60672, 4972, 670, 4836, 1392, 118, 2567, 8488, 158, 187, 7453, 953, 272, 9738, 16320, 9335, 1830, 8202, 3933, 59, 398, 533, 5236, 69, 950, 752, 388, 582, 186, 36668, 920, 58, 773, 326, 1948, 1023, 1417, 1422, 1124, 1246, 2062, 12554, 1949, 1271, 6145, 285, 3432, 12225, 1979, 1571, 1858, 35, 2503, 2252, 5915, 4566, 4771, 4982, 13885, 7555, 11253, 8321, 8848, 12222, 155, 1726, 217, 9502, 1724, 8960, 13183, 12133, 10358, 15373, 10360, 13223, 12163, 4922, 13635, 14301, 15472, 18947, 16869, 16995, 2080, 13475, 14160, 18785, 11322, 19913, 8054, 17654, 37903, 10313, 24238, 22947, 14161, 19995, 10528, 19901, 20504, 33613, 81895, 11324, 24253, 12155, 25941, 23048, 18823, 23483, 10138, 34544, 10193, 27205, 27576, 27581, 27578, 22538, 23631, 23168, 43539, 40805, 50348, 15362, 45612, 50456, 10195, 51209, 1865, 49538, 64780, 64690, 1771, 24428, 70670, 76163, 70160, 49026, 58574, 65754, 15044, 72105, 82633, 84334, 59967, 84329, 83542, 87827, 123025, 112336, 49051, 68718, 82682, 142061, 68721, 54138, 75656, 68724, 76170, 59859, 146233, 76338, 101299, 57158, 106646, 192136, 13632, 120467, 157336, 100402, 127585, 137113, 194662, 250658, 171372, 244786, 118340, 154400, 246400, 264660, 205596, 131631, 266856, 228970, 207703, 140607, 99861, 102899, 293660, 283995, 271110, 246655, 202249, 320007, 286217, 150540, 188927, 281957, 296313, 276907, 314365, 259985, 291343, 318846, 370646, 140554, 1659, 1652, 290250, 374475, 291805, 324668, 338766, 333484, 302946, 329865, 393764, 274870, 263115, 425751, 343668, 359940, 406997, 363444, 500609]"
19,"[862, 8844, 15602, 11860, 710, 12110, 21032, 1408, 9273, 63, 9598, 9312, 807, 10530, 26441, 19760, 9536, 755, 17414, 9095, 47475, 9614, 10874, 10324, 9101, 11000, 414, 8839, 8963, 1572, 10428, 9482, 1642, 11472, 9348, 9804, 11017, 2292, 8467, 522, 11777, 628, 6280, 37108, 11, 3036, 9058, 18220, 101, 2307, 2164, 9905, 27993, 9059, 193, 25066, 12122, 11381, 9271, 2064, 3049, 11382, 10731, 10464, 9495, 13, 712, 10714, 8587, 11596, 854, 9359, 36593, 2788, 11011, 1637, 15128, 8831, 36955, 2654, 2758, 46094, 306, 26203, 178, 18215, 11310, 9350, 9612, 11566, 9739, 26141, 16297, 1634, 5503, 9255, 10612, 106143, 9386, 329, 9593, 42580, 2246, 2320, 11971, 788, 25557, 22588, 8005, 12519, 858, 867, 78, 13203, 10442, 9607, 9479, 15139, 10897, 771, 251, 812, 280, 268, 114, 10824, 11827, 8766, 12520, 9099, 10988, 954, 8840, 10539, 3065, 2300, 8069, 8866, 12233, 36355, 9304, 503475, 9100, 9802, 664, 10280, 10535, 532, 9826, 9879, 10545, 11543, 9327, 11228, 10779, 11511, 12606, 11962, 2925, 3595, 10830, 10546, 9431, 10061, 10478, 9303, 11015, 9306, 12559, 426, 567, 13528, 239, 4808, 963, 6620, 31044, 62, 303, 4174, 381, 260, 85328, 11076, 15944, 864, 24795, 433, 12335, 12092, 10163, 11412, 10586, 9716, 11238, 252, 11561, 623, 12614, 521, 500, 402, 601, 2756, 1103, 762, 531, 18129, 510, 1891, 2493, 85, 679, 1892, 348, 766, 539, 9277, 11235, 218, 3063, 13667, 694, 235, 137, 982, 212, 105, 3034, 2640, 89, 14370, 639, 41671, 52263, 24913, 571, 6114, 9529, 7340, 6217, 377, 2212, 199, 9279, 11674, 152, 174, 172, 154, 157, 168, 364, 11967, 9086, 621, 75, 378, 2322, 3179, 4232, 2928, 34314, 4104, 17949, 1968, 11419, 9446, 10003, 1624, 24662, 9360, 9434, 816, 18, 9450, 330, 17770, 15170, 1701, 1639, 415, 11970, 8874, 754, 607, 17834, 686, 10603, 8413, 10336, 9413, 8834, 4961, 1669, 10806, 2118, 2649, 3597, 1813, 33344, 782, 8067, 10890, 1281, 563, 31535, 9823, 9444, 9414, 8078, 9574, 4233, 191874, 714, 115, 586, 2666, 9411, 11003, 10153, 30949, 2898, 17941, 617, 36568, 32911, 32456, 2157, 29193, 16148, 9449, 31220, 10216, 18937, 929, 9844, 9715, 40961, 1965, 6068, 15037, 53765, 10674, 846, 3050, 95, 944, 35680, 11551, 473, 544, 10513, 11485, 13597, 2108, 10072, 10131, 10160, 11284, 10585, 609, 941, 942, 943, 927, 928, 9340, 165, 196, 16084, 17984, 22328, 9424, 9835, 10957, 9570, 13962, 14612, 29228, 19379, 40866, 10122, 9994, 10439, 11158, 9354, 14013, 10849, 11974, 9325, 10144, 10414, 11335, 15969, 10249, 24808, 2619, 97, 2107, 9442, 11591, 87, 11336, 11497, 14367, 11814, 15171, 11704, 11639, 11976, 15144, 11522, 11415, 8393, 9320, 36647, 14557, 41469, 4011, 11219, 845, 847, 21734, 11462, 2760, 431, 12626, 37818, 3525, 2028, 16384, 11597, 47947, 18282, 11082, 20096, 30815, 9877, 11071, 8916, 10377, 11932, 9445, 2657, 9945, 10663, 3600, 14444, 9487, 10162, 8130, 9749, 14628, 13698, 10466, 10029, 200, 9837, 1934, 9326, 10328, 15196, 11904, 15596, 29968, 5825, 9489, 9276, 28902, 10658, 24086, 9426, 2620, 12151, 33278, 192, 10945, 9671, 8388, 10314, 2112, 16172, 11622, 1542, 8913, 14742, 10803, 9535, 7341, 11772, 22345, 1641, 603, 4951, 11355, 1844, 6552, 28941, 564, 10210, 1893, 1924, 8536, 9531, 11411, 36685, 17918, 1090, 817, 37135, 9032, 6488, 9473, 8487, 2105, 10208, 2667, 620, 2978, 11618, 332, 8914, 9824, 21185, 10776, 66194, 745, 913, 9267, 813, 9406, 2280, 10396, 850, 10342, 9349, 9096, 14578, 10307, 12105, 14, 11001, 11797, 17887, 24071, 14429, 10349, 29787, 9638, 9346, 861, 9377, 16305, 772, 550, 36819, 5548, 856, 11377, 492, 9481, 16281, 16288, 11510, 11234, 957, 11886, 37853, 1621, 14035, 11498, 47941, 1832, 18561, 9264, 18222, 11379, 2039, 2668, 36643, 9647, 10998, 9013, 177, 9946, 863, 10402, 2277, 926, 1213, 10384, 10493, 14919, 2990, 10472, 18681, 10406, 2005, 6279, 8872, 8873, 11287, 619, 9374, 10158, 10206, 10326, 4234, 2787, 2069, 25010, 2155, 25166, 622, 12186, 287, 31618, 11718, 28370, 918, 61178, 11176, 14900, 11899, 18890, 19736, 9532, 1541, 8469, 925, 1499, 801, 11520, 16222, 12187, 840, 2291, 13531, 526, 243, 10501, 11478, 879, 1793, 1700, 54087, 34322, 10083, 10559, 49721, 1552, 10468, 1359, 4967, 16347, 11654, 10518, 98, 1058, 13105, 10560, 5683, 24918, 955, 8584, 26956, 11072, 11368, 2075, 1551, 26554, 15239, 865, 9663, 10128, 9355, 1727, 635, 11495, 25562, 9679, 6978, 10571, 479, 7450, 7443, 2123, 17711, 9873, 24099, 4244, 4247, 36657, 36047, 2655, 9278, 10276, 6282, 9383, 33408, 15158, 16146]"
20,"[8844, 45325, 21032, 9598, 10530, 10874, 8839, 15789, 19101, 11395, 10714, 8587, 11236, 9479, 771, 812, 408, 10020, 10895, 10539, 12233, 503475, 10545, 38223, 10830, 872, 11113, 630, 11076, 14136, 22660, 19186, 6878, 20723, 24795, 11224, 9078, 433, 11360, 11114, 12335, 12092, 15121, 252, 88, 601, 531, 756, 571, 11674, 621, 24662, 33660, 11970, 9444, 714, 9449, 8656, 10674, 35680, 1725, 9340, 9342, 3170, 10957, 9994, 9354, 9820, 9325, 10340, 10144, 10437, 12230, 10693, 11135, 11319, 15969, 10882, 2619, 123, 16081, 15171, 11639, 4978, 34584, 36647, 8916, 30197, 9487, 9837, 39314, 16520, 564, 36685, 37135, 9473, 8487, 10208, 10776, 10386, 11353, 850, 12105, 17352, 856, 11886, 863, 10137, 49948, 17908, 2787, 2069, 11176, 14900, 11899, 462, 117259, 1498, 10501, 10559, 2621, 1359, 4967, 4825, 3536, 10564, 98, 10567, 955, 8584, 479, 7443, 2024, 2133, 4244, 36657, 20438, 1588, 786, 1597, 71, 12207, 4327, 8452, 8871, 16340, 9741, 146, 11678, 392, 11688, 711, 8358, 1493, 134, 21991, 15739, 9816, 19933, 19405, 6073, 77, 10054, 634, 1734, 9476, 808, 824, 676, 9705, 10865, 1995, 9799, 644, 11826, 2114, 8835, 78248, 12144, 331, 1548, 869, 9880, 2770, 1933, 2294, 2034, 32567, 9398, 10866, 12780, 1018, 768, 585, 671, 1535, 9428, 12589, 120, 453, 5279, 10950, 1365, 11528, 39939, 2135, 425, 36586, 1537, 8346, 9334, 557, 2251, 1894, 320, 2501, 9637, 180, 6278, 818, 2675, 9488, 7451, 129, 9533, 565, 11009, 9012, 672, 121, 640, 1574, 9699, 6038, 9480, 12139, 17264, 8326, 36658, 1816, 34857, 604]"
21,"[862, 8844, 710, 9273, 33689, 9312, 10530, 9737, 1572, 10428, 11, 101, 680, 888, 13, 8587, 854, 36593, 9612, 329, 788, 78, 9479, 771, 812, 280, 268, 114, 954, 9304, 9802, 10535, 532, 602, 238, 164, 562, 531, 1891, 85, 679, 1892, 348, 240, 703, 218, 137, 105, 89, 1573, 75, 18, 330, 754, 607, 489, 597, 714, 846, 944, 941, 942, 943, 9342, 165, 196, 242, 10439, 10693, 87, 36647, 4011, 2109, 1091, 9487, 707, 9336, 1369, 1368, 9489, 871, 796, 603, 564, 1893, 509, 817, 9473, 2105, 620, 2978, 4806, 745, 913, 14, 861, 658, 657, 646, 772, 550, 5548, 699, 709, 253, 660, 128, 961, 36643, 863, 8872, 3082, 879, 98, 9285, 955, 668, 691, 698, 682, 169, 36657, 37136, 37137, 1597, 681, 8871, 708, 15413, 90, 808, 2114, 9602, 2605, 9494, 331, 9880, 5175, 2770, 585, 671, 161, 194, 120, 425, 1576, 36586, 4547, 557, 1894, 2501, 180, 608, 818, 4108, 12208, 672, 36669, 121, 640, 9919, 12139, 604, 310, 9471, 22, 8961, 24, 605, 508, 616, 122, 1487, 393, 667, 700, 36670, 9356, 809, 673, 594, 21386, 558, 2048, 2502, 1538, 15566, 9806, 2059, 163, 9385, 118, 9833, 693, 6961, 8488, 10040, 187, 7453, 1895, 953, 787, 272, 74, 9738, 9522, 9335, 533, 8274, 4348, 674, 411, 950, 752, 956, 591, 36668, 9339, 1593, 33813, 7512, 36557, 1581, 8275, 2062, 11172, 1271, 13352, 4964, 810, 285, 298, 1571, 1858, 3638, 2503, 6637, 11253, 8247, 155, 9870, 1726, 8681, 8277, 217, 9502, 10661, 8960, 11631, 12180, 12405, 10764, 13053, 12193, 14301, 534, 18360, 14160, 18785, 18240, 8373, 8355, 767, 17654, 14161, 22881, 19995, 10528, 26123, 25195, 20504, 13358, 12155, 10191, 23483, 10138, 34544, 10193, 10192, 27205, 38365, 37834, 27576, 27581, 41210, 37799, 39514, 38055, 44214, 12444, 45269, 37710, 51876, 36540, 75725, 49538, 38356, 12445, 1771, 50544, 61791, 24428, 39254, 70160, 49026, 49040, 56292, 64688, 40161, 76493, 41154, 72358, 62177, 13313, 72105, 1930, 193976, 39324, 37724, 114150, 82690, 87827, 123025, 68718, 193380, 75612, 68721, 116741, 82992, 147773, 62211, 68726, 68724, 93456, 117251, 136795, 57201, 172533, 146216, 198062, 136400, 138832, 122906, 49047, 138697, 107846, 76203, 152747, 76338, 101299, 57158, 64686, 146239, 109445, 106646, 168672, 116745, 152601, 45697, 140823, 27190, 168530, 157350, 137106, 97020, 120467, 157336, 205724, 242076, 177494, 100402, 227783, 102382, 195589, 127585, 232672, 188161, 137113, 177677, 255268, 82881, 187017, 82702, 118340, 198663, 227300, 245891, 289727, 177572, 116440, 205596, 131631, 10258, 135397, 294538, 227159, 270946, 79218, 228967, 207703, 181533, 286532, 76341, 140607, 99861, 166426, 102899, 293660, 284052, 272693, 266647, 256961, 254470, 238713, 271718, 150540, 131634, 297761, 214756, 211672, 105864, 206647, 203801, 337879, 307081, 346592, 253344, 351964, 295964, 309809, 296098, 369879, 362886, 269149, 316727, 400411, 329865, 313369, 384682, 335797, 324552, 263115, 327253]"
