userId,rating
141,"{862: 4.0, 9273: 2.0, 807: 3.0, 9614: 3.5, 10874: 3.5, 197: 3.5, 568: 3.5, 8467: 3.0, 11: 4.0, 680: 4.0, 11395: 3.5, 278: 4.0, 3049: 2.0, 13: 4.0, 8587: 4.0, 854: 2.5, 9571: 3.0, 329: 3.0, 788: 3.0, 8005: 4.0, 812: 4.0, 2300: 4.0, 602: 3.0, 11543: 2.5, 10478: 2.5, 238: 2.5, 1891: 3.0, 2493: 3.5, 85: 3.0, 1892: 4.5, 137: 3.5, 105: 2.5, 89: 2.5, 1624: 2.5, 816: 3.0, 18: 3.5, 607: 3.5, 782: 4.0, 37165: 3.0, 489: 3.5, 115: 4.0, 95: 3.0, 944: 3.0, 2108: 4.0, 941: 3.5, 943: 3.0, 857: 4.0, 9487: 4.0, 8388: 3.5, 1542: 4.0, 603: 3.5, 817: 3.0, 9032: 3.0, 9473: 3.0, 2105: 3.0, 620: 3.5, 850: 3.0, 550: 5.0, 957: 4.0, 1832: 3.5, 863: 4.5, 497: 3.5, 926: 4.0, 11287: 4.0, 287: 5.0, 879: 4.0, 1359: 2.5, 11977: 5.0, 98: 5.0, 7443: 3.0, 2123: 3.5, 2024: 3.0, 4247: 3.0, 1597: 3.0, 8871: 2.0, 2609: 4.5, 107: 4.5, 3981: 3.5, 8358: 3.5, 1493: 2.5, 134: 4.5, 77: 3.0, 808: 4.0, 8835: 2.5, 2770: 2.5, 9398: 3.5, 585: 4.0, 671: 3.0, 161: 4.0, 194: 3.5, 9428: 3.5, 120: 4.0, 425: 3.0, 2501: 3.5, 180: 4.0, 608: 3.0, 818: 3.0, 2675: 3.5, 129: 4.5, 121: 3.5, 640: 3.0, 1574: 3.5, 604: 3.0, 310: 3.0, 12: 4.5, 22: 4.0, 1584: 3.0, 24: 3.0, 605: 3.5, 616: 3.0, 587: 4.5, 122: 4.0, 393: 3.0, 809: 2.5, 673: 4.0, 9472: 4.5, 594: 4.0, 8699: 4.5, 401: 3.0, 747: 4.0, 9806: 4.5, 187: 2.5, 1895: 2.0, 272: 3.5, 9522: 3.5, 6957: 3.5, 674: 4.5, 752: 5.0, 920: 3.5, 773: 3.5, 1262: 5.0, 496: 2.5, 1422: 3.0, 2062: 3.0, 4638: 5.0, 1271: 2.5, 4964: 3.0, 675: 3.0, 35: 2.5, 2503: 3.5, 8363: 3.0, 6977: 3.5, 6479: 3.5, 7326: 3.0, 155: 5.0, 1726: 3.0, 9502: 3.0, 10681: 5.0, 14160: 5.0, 18785: 3.5, 19913: 3.0, 767: 4.0, 19908: 3.5, 19995: 2.5, 10528: 2.5, 10193: 4.0, 37799: 5.0, 12444: 3.5, 70160: 3.5, 49026: 4.0, 68718: 5.0, 109445: 3.0, 120467: 5.0, 157336: 5.0, 264660: 4.5, 293660: 5.0, 150540: 4.5, 281957: 4.0}"
142,"{9598: 4.0, 687: 4.0, 807: 4.0, 629: 5.0, 9208: 3.0, 568: 5.0, 8963: 5.0, 1572: 3.0, 10802: 2.0, 8984: 4.0, 8467: 3.0, 11593: 4.0, 6950: 3.0, 680: 5.0, 1587: 4.0, 3049: 4.0, 9331: 3.0, 13: 4.0, 8587: 4.0, 854: 4.0, 10427: 3.0, 1637: 4.0, 36955: 4.0, 40480: 3.0, 9350: 3.0, 11566: 4.0, 5503: 4.0, 9386: 4.0, 329: 3.0, 10909: 3.0, 9800: 4.0, 424: 5.0, 812: 5.0, 280: 3.0, 581: 4.0, 268: 3.0, 274: 5.0, 10020: 4.0}"
143,"{13: 5.0, 788: 3.0, 114: 3.0, 762: 1.0, 639: 2.0, 597: 4.0, 2108: 2.0, 15144: 5.0, 817: 1.0, 2105: 4.5, 8469: 1.0, 1552: 3.0, 36657: 4.5, 3981: 2.0, 808: 5.0, 8835: 5.0, 10229: 5.0, 2501: 2.0, 11529: 3.5, 9919: 4.0, 18736: 4.5, 12: 4.0, 22: 3.0, 10330: 4.0, 14926: 5.0, 10934: 2.5, 508: 2.0, 11846: 4.0, 14844: 5.0, 5966: 1.0, 13476: 3.0, 1824: 5.0, 11132: 3.0, 10096: 5.0, 11036: 4.0, 11247: 3.0, 20120: 5.0, 6961: 4.0, 8488: 3.0, 13374: 2.5, 9007: 2.0, 10033: 2.0, 13499: 3.0, 9293: 4.0, 8363: 1.0, 6557: 3.0, 9029: 4.0, 9502: 1.0, 10681: 2.0, 12620: 3.5, 14160: 5.0, 17927: 5.0, 18785: 5.0, 19913: 5.0, 20943: 4.0, 19908: 1.0, 25195: 3.0, 37056: 1.0, 10193: 4.0, 27205: 2.0, 22538: 1.0, 38757: 5.0, 41630: 2.5, 49538: 4.0, 84892: 2.0, 82693: 3.0, 49519: 4.0, 62211: 4.0, 93456: 4.0, 111969: 4.0, 109445: 4.0}"
144,"{862: 3.5, 8844: 3.0, 710: 3.0, 4584: 4.0, 9273: 3.0, 451: 3.0, 63: 4.0, 9598: 3.0, 9603: 3.5, 807: 4.5, 10530: 4.5, 197: 4.5, 568: 3.0, 414: 3.0, 8068: 4.0, 9804: 3.5, 2292: 4.0, 8467: 3.0, 628: 4.5, 4476: 3.0, 241: 4.0, 680: 4.0, 1587: 4.0, 3049: 3.5, 13: 4.0, 712: 4.0, 8587: 4.5, 1637: 3.5, 36955: 3.0, 2758: 3.0, 306: 3.0, 9350: 2.5, 11566: 3.0, 7984: 4.5, 329: 3.0, 788: 3.0, 713: 3.5, 8005: 3.5, 424: 3.5, 858: 3.0, 78: 3.0, 10057: 4.0, 771: 3.0, 251: 3.5, 812: 4.5, 280: 2.0, 581: 5.0, 268: 3.5, 274: 4.5, 114: 3.0, 954: 3.5, 9802: 4.0, 664: 3.0, 627: 4.0, 602: 2.5, 9894: 1.5, 9327: 3.0, 3595: 3.5, 433: 4.5, 15121: 4.5, 562: 3.5, 454: 4.5, 623: 4.0, 11386: 4.0, 510: 4.0, 348: 3.0, 207: 3.0, 137: 3.0, 89: 4.0, 9390: 4.0, 4232: 4.0, 1624: 3.0, 816: 2.5, 18: 2.5, 754: 3.0, 607: 3.5, 37165: 2.5, 95: 2.5, 544: 3.0, 380: 3.0, 941: 3.5, 857: 3.5, 9354: 3.0, 10144: 4.0, 87: 4.0, 73: 5.0, 9487: 3.5, 1934: 3.5, 603: 4.0, 817: 2.0, 9473: 3.5, 2105: 4.0, 2667: 3.5, 967: 3.5, 745: 4.0, 14: 4.0, 550: 4.0, 856: 3.0, 11040: 2.5, 863: 3.0, 497: 4.0, 462: 3.5, 98: 4.0, 146: 4.5, 392: 4.5, 134: 3.5, 77: 5.0, 808: 5.0, 1632: 3.5, 194: 4.0, 9428: 3.5, 120: 4.5, 245: 3.0, 129: 4.0, 1430: 3.5, 121: 4.5, 455: 3.5, 12: 5.0, 22: 5.0, 8094: 3.5, 470: 4.0, 11634: 4.0, 122: 4.5, 809: 5.0, 673: 4.0, 1777: 3.5, 1653: 5.0, 10978: 4.0}"
145,"{862: 5.0, 629: 5.0, 103: 4.0, 568: 3.0, 414: 3.0, 8963: 4.0, 1572: 3.0, 9804: 3.0, 8467: 3.0, 6950: 3.0, 680: 4.0, 11450: 3.0, 2164: 2.0, 278: 3.0, 193: 3.0, 2064: 3.0, 3049: 2.0, 36955: 3.0, 9350: 3.0, 812: 4.0, 581: 4.0, 268: 3.0, 10020: 4.0}"
146,"{63: 5.0, 3049: 2.0, 2758: 3.5, 11231: 2.5, 7095: 3.0, 2925: 4.0, 9306: 2.0, 11674: 3.0, 10549: 3.0, 929: 0.5, 3170: 3.5, 12230: 4.0, 2907: 3.5, 3600: 2.0, 2275: 4.0, 10154: 2.5, 619: 2.0, 1700: 4.0, 10468: 3.0, 1551: 4.0, 37136: 3.0, 10481: 2.5, 65: 3.5, 584: 1.5, 470: 3.0, 1824: 4.5, 10096: 3.0, 1280: 5.0, 6957: 3.0, 1491: 4.0, 1271: 3.0, 8065: 3.5}"
147,"{11862: 4.5, 11780: 1.5, 8068: 4.5, 6520: 0.5, 11472: 1.5, 8984: 5.0, 2636: 2.0, 236: 1.5, 9255: 4.0, 10442: 2.5, 10057: 4.5, 319: 4.5, 10895: 3.0, 9277: 4.5, 168: 5.0, 2322: 4.0, 2255: 5.0, 10377: 2.5, 11545: 2.5, 6488: 4.5}"
148,"{13: 4.0, 2493: 3.0, 824: 4.0, 585: 3.0, 671: 4.0, 120: 3.0, 129: 3.0, 672: 4.0, 121: 3.0, 12: 3.0, 122: 3.0, 673: 4.0, 9833: 5.0, 4935: 4.0, 4348: 5.0, 674: 4.0, 752: 4.0, 2062: 3.0, 675: 4.0, 10681: 4.5, 14160: 4.0, 19913: 3.5, 767: 4.0, 19995: 4.0, 10191: 3.0, 20352: 3.5, 27205: 1.5, 22538: 4.0, 12444: 4.0, 38757: 4.5, 12445: 4.0, 24428: 4.0, 81188: 4.5, 140420: 5.0, 82695: 3.0, 137106: 4.0, 100402: 4.0, 82702: 2.5, 118340: 3.5, 177572: 3.5, 205596: 4.5, 76341: 4.0, 140607: 3.5, 271110: 3.5, 150540: 4.0, 269149: 4.0, 127380: 3.0, 399106: 4.5}"
149,"{8844: 1.0, 63: 4.0, 9886: 3.0, 9482: 2.0, 9348: 3.0, 11: 4.0, 2164: 4.0, 193: 1.0, 8831: 2.0, 8011: 1.0, 9739: 3.0, 329: 3.0, 5550: 2.0, 78: 4.0, 280: 3.0, 11827: 5.0, 11867: 2.0, 9323: 4.0, 935: 5.0, 602: 3.0, 9327: 4.0, 10061: 1.0, 62: 2.0, 10163: 3.0, 601: 4.0, 2756: 3.0, 1103: 2.0, 1891: 2.0, 679: 3.0, 185: 3.0, 1892: 4.0, 348: 5.0, 218: 4.0, 828: 5.0, 105: 2.0, 149: 1.0, 8851: 4.0, 199: 4.0, 152: 1.0, 174: 1.0, 154: 3.0, 157: 2.0, 75: 4.0, 18: 4.0, 330: 1.0, 607: 2.0, 686: 3.0, 563: 5.0, 2157: 3.0, 929: 1.0, 13820: 2.0, 165: 2.0, 196: 2.0, 841: 1.0, 9570: 1.0, 19378: 1.0, 14822: 1.0, 10249: 3.0}"
150,"{15602: 3.0, 11862: 3.0, 949: 4.0, 11860: 3.0, 451: 4.0, 63: 5.0, 687: 4.0, 11448: 4.0, 11010: 3.0, 2054: 3.0, 9623: 3.0, 9208: 3.0, 11000: 5.0, 8987: 3.0, 2320: 3.0, 275: 4.0, 1592: 3.0, 954: 4.0, 8840: 3.0, 9802: 4.0, 602: 4.0, 9894: 3.0, 9268: 3.0, 1645: 4.0, 252: 3.0, 199: 5.0}"
151,"{862: 5.0, 15602: 3.0, 9091: 4.0, 12110: 3.0, 2054: 4.0, 36929: 3.0, 9095: 1.0, 9208: 4.0, 47475: 4.0, 9614: 5.0, 10874: 3.0, 9101: 3.0, 11000: 3.0, 11017: 4.0, 11446: 3.0, 25059: 4.0, 19042: 4.0, 36259: 2.0, 954: 3.0, 11107: 3.0, 10539: 3.0, 2300: 4.0, 23449: 3.0, 9304: 4.0, 9100: 3.0, 664: 4.0, 10280: 3.0, 10535: 4.0, 16299: 4.0, 9826: 1.0, 7095: 4.0, 602: 3.0, 9894: 3.0, 11543: 4.0, 9268: 4.0, 9327: 5.0, 10779: 4.0, 9294: 5.0, 11511: 3.0, 34170: 4.0, 18975: 2.0, 10830: 4.0, 18862: 4.0, 9431: 3.0, 10478: 4.0, 11015: 4.0, 9306: 3.0, 3587: 3.0, 11412: 4.0, 252: 4.0, 137: 5.0, 9279: 4.0, 11674: 3.0, 17795: 3.0, 9390: 2.0, 3179: 5.0, 2928: 4.0, 9404: 4.0, 8860: 4.0}"
152,"{807: 5.0, 629: 4.5, 103: 5.0, 11: 3.0, 680: 4.5, 278: 3.5, 424: 4.5, 78: 4.0, 274: 4.5, 275: 4.0, 935: 5.0, 238: 5.0, 567: 4.0, 213: 4.0, 762: 3.5, 510: 4.5, 85: 3.5, 389: 5.0, 595: 4.5, 769: 4.0, 240: 4.0, 9277: 4.0, 73: 5.0, 603: 4.0, 14: 4.0, 550: 5.0, 598: 4.5, 12698: 4.5, 38: 5.0, 670: 4.5, 582: 4.0, 1422: 3.5, 8321: 4.0, 155: 4.0, 8960: 2.5, 5038: 3.5, 7446: 3.0, 4944: 4.0, 10139: 3.5, 11499: 4.0, 11321: 4.0, 12163: 4.5, 12162: 5.0, 22947: 4.0, 10315: 4.5, 14161: 2.0, 20504: 3.5, 39452: 4.0, 27205: 3.5, 22538: 3.5, 23168: 3.5, 45612: 3.0, 58496: 4.5, 167966: 4.5, 46738: 4.0, 64690: 4.0, 60308: 4.0, 40807: 3.5, 56292: 3.0, 77338: 3.0, 103663: 4.0, 264660: 4.5, 265195: 3.5}"
153,"{862: 2.0, 8844: 2.0, 414: 0.5, 4476: 0.5, 680: 3.0, 13: 3.5, 8587: 3.0, 1634: 0.5, 788: 2.0, 8005: 2.0, 424: 2.0, 771: 2.5, 114: 0.5, 10112: 2.0, 627: 3.5, 602: 0.5, 9327: 0.5, 238: 1.0, 433: 2.0, 510: 3.0, 1891: 0.5, 85: 0.5, 185: 2.5, 28: 2.0, 207: 4.5, 694: 3.0, 235: 2.0, 1633: 4.0, 199: 0.5, 621: 1.0, 1624: 0.5, 607: 0.5, 37165: 4.5, 489: 4.0, 597: 2.0, 115: 3.5, 10674: 3.0, 1366: 0.5, 380: 3.0, 9340: 2.0, 165: 1.0, 10340: 2.0, 4011: 1.0, 162: 3.0, 637: 3.0, 9487: 0.5, 9336: 0.5, 11545: 1.0, 1934: 2.5, 603: 0.5, 4951: 1.0, 564: 0.5, 509: 1.0, 2667: 0.5, 14: 3.0, 226: 3.5, 550: 0.5, 3558: 4.0, 462: 2.5, 955: 0.5, 1597: 1.0, 641: 4.0, 392: 4.0, 77: 4.0, 808: 2.0, 824: 3.0, 1018: 2.5, 141: 4.5, 671: 3.0, 194: 5.0, 9428: 3.0, 453: 3.5, 557: 0.5, 590: 4.0, 310: 1.5, 12: 1.0, 153: 2.0, 11806: 0.5, 1584: 2.0, 587: 4.0, 1278: 4.0, 1824: 0.5, 9352: 0.5, 38: 5.0, 652: 0.5, 9372: 1.0, 9472: 0.5, 11036: 1.0, 401: 4.5, 70: 2.5, 421: 1.0, 787: 0.5, 340: 4.0, 69: 4.0, 116: 0.5, 752: 4.0, 350: 0.5, 773: 4.0, 1402: 3.0, 1271: 0.5, 5915: 5.0, 4538: 2.5, 7326: 4.0, 13198: 4.5, 5038: 1.0, 7735: 3.0, 12405: 1.5, 14574: 1.0, 4922: 2.5, 14306: 0.5, 19255: 3.0, 14160: 2.5, 8355: 0.5, 19913: 3.5, 14161: 0.5, 22881: 1.0, 19995: 1.0, 22538: 2.5, 51241: 3.0, 44214: 3.0, 45269: 2.5, 48650: 1.0, 1865: 0.5, 59436: 3.5, 59468: 3.5, 50014: 4.0, 24428: 0.5, 74643: 5.0, 49026: 0.5, 77338: 3.0, 83666: 5.0, 62177: 0.5, 1930: 0.5, 84892: 3.5, 82693: 3.5, 68718: 1.0, 130739: 3.5, 127517: 1.5, 68721: 0.5, 152584: 4.0, 76203: 4.0, 152532: 4.0, 109445: 2.5, 106646: 1.0, 168672: 0.5, 152601: 4.0, 120467: 4.0, 157336: 0.5, 102651: 0.5, 222935: 2.0, 194662: 1.0, 85350: 4.0, 186988: 3.5, 244786: 1.0, 210577: 3.5, 266856: 2.5, 284293: 3.0, 122917: 2.5, 99861: 0.5, 256057: 3.0, 150540: 2.0, 158182: 3.5, 264644: 4.5, 314365: 3.5, 318917: 3.0, 330348: 3.5, 334533: 4.5, 277834: 2.0, 398818: 4.5, 324852: 0.5, 281338: 0.5, 374720: 1.5, 346364: 0.5, 391713: 3.0, 354912: 1.5, 429189: 3.0, 181808: 0.5, 406997: 4.0, 338970: 0.5}"
154,"{13: 5.0, 601: 5.0, 607: 3.5, 489: 5.0, 671: 5.0, 14160: 5.0, 767: 5.0, 22794: 5.0, 19995: 5.0, 20504: 2.5, 10191: 5.0, 10138: 4.0, 27205: 5.0, 12444: 5.0, 51497: 0.5, 24428: 5.0, 59967: 5.0, 81188: 5.0, 80274: 4.0, 76338: 3.5, 137106: 5.0, 157336: 5.0, 100402: 5.0, 118340: 5.0, 190859: 4.0, 177572: 5.0, 207703: 5.0, 99861: 5.0, 102899: 5.0, 293660: 5.0, 168259: 0.5, 269149: 4.5, 127380: 2.5, 329865: 4.5}"
155,"{862: 3.0, 11000: 3.0, 414: 3.0, 11: 4.0, 11381: 4.0, 11310: 4.0, 10897: 3.0, 812: 3.0, 268: 3.0, 3065: 3.0, 679: 4.0, 2323: 3.0, 364: 3.0, 9977: 3.0, 816: 3.0, 415: 3.0, 607: 4.0, 9452: 4.0, 3050: 4.0, 95: 4.0, 544: 4.0, 2108: 2.0, 857: 4.0, 14577: 3.0, 9487: 4.0, 9447: 2.0, 1542: 5.0, 1893: 5.0, 4806: 4.0, 10975: 5.0, 10974: 3.0, 657: 3.0, 550: 4.0, 1832: 4.0, 863: 3.0, 926: 4.0, 15489: 4.0, 15655: 3.0, 2067: 4.0, 3536: 4.0, 98: 4.0, 10567: 5.0, 10569: 3.0, 479: 4.0, 7450: 4.0, 36657: 4.0}"
156,"{862: 4.0, 9087: 3.0, 4584: 4.0, 9273: 3.0, 8012: 5.0, 451: 4.0, 9598: 4.0, 9603: 1.0, 577: 4.0, 807: 3.5, 629: 4.0, 11448: 3.5, 11010: 4.0, 2054: 2.0, 4482: 2.0, 103: 4.0, 568: 4.0, 649: 5.0, 1642: 3.0, 2292: 4.0, 522: 4.0, 11: 1.0, 241: 4.0, 680: 5.0, 11450: 3.5, 278: 4.5, 3049: 3.0, 11382: 3.0, 13: 3.0, 712: 3.0, 854: 3.0, 36593: 3.5, 8987: 3.5, 16771: 5.0, 57834: 4.0, 11566: 3.0, 5503: 3.5, 15765: 3.5, 329: 3.0, 10440: 3.0, 788: 2.0, 14291: 4.0, 12519: 4.0, 858: 3.0, 78: 4.0, 11446: 4.0, 771: 2.0, 251: 3.0, 581: 3.5, 274: 4.0, 114: 4.0, 275: 5.0, 954: 3.5, 10539: 4.0, 8866: 3.0, 935: 5.0, 9879: 2.5, 22621: 4.0, 627: 4.0, 26748: 4.0, 3573: 3.0, 47907: 4.0, 549: 3.5, 10478: 3.0, 238: 5.0, 9303: 5.0, 22479: 4.0, 981: 5.0, 567: 5.0, 3078: 5.0, 213: 5.0, 239: 5.0, 289: 5.0, 963: 5.0, 6620: 3.0, 630: 4.0, 770: 3.0, 31044: 3.0, 599: 4.0, 15: 5.0, 62: 4.5, 303: 5.0, 381: 5.0, 1859: 5.0, 3080: 5.0, 198: 3.0, 13562: 5.0, 1585: 3.5, 900: 3.0, 488: 4.0, 9401: 4.0, 433: 3.0, 15121: 4.5, 9591: 3.0, 9716: 3.0, 10218: 4.0, 11561: 4.0, 11302: 3.0, 623: 4.0, 583: 2.5, 475: 5.0, 500: 4.0, 11386: 4.0, 601: 3.0, 4480: 3.5, 762: 5.0, 30892: 3.0, 10608: 3.0, 11216: 4.0, 18129: 5.0, 510: 4.0, 85: 4.0, 68: 5.0, 947: 4.0, 185: 5.0, 595: 4.0, 28: 4.0, 144: 3.0, 1092: 5.0, 769: 4.0, 11645: 5.0, 539: 4.5, 525: 3.0, 240: 4.0, 600: 4.5, 10705: 4.0, 279: 4.5, 1578: 3.0, 703: 5.0, 9277: 4.0, 490: 4.0, 11235: 4.0, 696: 5.0, 37247: 5.0, 1480: 5.0, 422: 5.0, 829: 4.0, 828: 3.0, 3063: 5.0, 5925: 3.0, 11778: 4.0, 4485: 3.0, 137: 5.0, 982: 4.0, 105: 3.5, 11202: 3.0, 903: 4.0, 3034: 3.0, 914: 3.0, 756: 3.5, 910: 5.0, 11031: 4.0, 11314: 4.0, 89: 3.5, 10322: 4.0, 10644: 3.0, 625: 5.0, 642: 3.0, 639: 3.5, 145: 5.0, 12498: 4.0, 578: 3.5, 9390: 2.0, 378: 4.0, 9361: 4.0, 27265: 3.0, 12145: 3.0, 1624: 3.0, 9611: 3.0, 816: 3.0, 607: 3.0, 4421: 3.0, 2142: 3.0, 49462: 5.0, 10806: 1.0, 2118: 5.0, 2255: 3.5, 9427: 4.0, 1281: 2.0, 37165: 3.5, 45609: 5.0, 38904: 4.0, 9414: 3.0, 489: 4.0, 8197: 3.0, 597: 3.0, 184: 4.0, 115: 3.0, 586: 3.0, 30949: 3.0, 2898: 3.0, 16980: 5.0, 929: 2.5, 9452: 3.0, 846: 3.0, 9464: 1.0, 35680: 3.0, 473: 2.5, 544: 4.0, 887: 3.0, 5769: 3.0, 1366: 3.5, 746: 4.0, 380: 4.0, 11485: 3.0, 13820: 4.0, 15389: 5.0, 2108: 3.5, 941: 3.0, 346: 5.0, 9354: 2.0, 1779: 3.0, 10849: 3.0, 907: 4.0, 793: 5.0, 10340: 1.0, 10144: 3.0, 10693: 4.0, 2619: 3.0, 6471: 2.0, 9442: 2.0, 13697: 3.0, 87: 3.5, 23954: 5.0, 12761: 5.0, 18331: 2.0, 15144: 3.0, 4011: 3.0, 845: 4.0, 117: 3.0, 13321: 4.0, 37916: 5.0, 12626: 2.0, 2321: 3.0, 881: 3.0, 10403: 5.0, 11337: 1.0, 8916: 3.0, 30197: 4.0, 10377: 3.0, 2657: 4.0, 10002: 4.0, 12560: 3.0, 309: 5.0, 692: 3.0, 8130: 4.0, 9749: 1.0, 9447: 4.0, 11545: 3.5, 1934: 4.0, 9326: 4.0, 9426: 2.5, 192: 2.0, 1847: 5.0, 603: 3.0, 9451: 4.0, 8592: 1.0, 564: 3.5, 36685: 3.0, 817: 3.0, 104: 5.0, 345: 4.0, 620: 3.0, 1628: 5.0, 11120: 4.0, 30890: 3.0, 20242: 3.0, 912: 4.0, 12185: 4.0, 813: 3.5, 11153: 3.0, 14170: 2.0, 2280: 3.0, 14: 4.5, 704: 3.0, 14412: 4.0, 9377: 3.0, 11054: 3.0, 17352: 4.0, 1654: 3.0, 14831: 3.0, 658: 2.0, 9343: 3.0, 11562: 3.0, 856: 3.0, 660: 2.0, 492: 5.0, 476: 4.0, 961: 5.0, 25560: 3.0, 11878: 5.0, 1621: 2.0, 11663: 4.0, 2039: 4.0, 2690: 3.0, 9647: 3.0, 11787: 4.0, 5156: 4.0, 52470: 5.0, 31121: 5.0, 293: 3.0, 177: 3.0, 863: 3.5, 9586: 3.0, 777: 5.0, 32669: 1.0, 25188: 5.0, 334: 4.0, 36492: 3.0, 624: 3.0, 926: 4.5, 1213: 4.0, 14886: 4.0, 33078: 1.0, 16672: 5.0, 24349: 2.0, 10098: 3.0, 11004: 4.5, 24481: 4.0, 462: 4.5, 1541: 4.0, 24748: 4.0, 990: 5.0, 840: 3.0, 42237: 5.0, 243: 4.5, 85689: 4.0, 593: 5.0, 10774: 4.0, 29786: 4.0, 11356: 4.0, 1443: 4.0, 98: 3.5, 962: 4.0, 3133: 4.0, 7443: 3.5, 11694: 4.0, 786: 4.0, 13785: 3.5, 146: 3.5, 392: 1.5, 134: 4.0, 21991: 4.5, 4587: 3.5, 77: 4.5, 10054: 3.0, 111: 3.5, 10364: 3.0, 11826: 4.5, 9896: 2.5, 2294: 3.0, 12537: 3.0, 269: 5.0, 194: 4.0, 9428: 4.5, 5279: 4.5, 651: 4.0, 245: 3.5, 320: 3.5, 9962: 2.0, 9685: 4.0, 21828: 4.0, 8051: 3.0, 11644: 4.0, 12454: 4.5, 25566: 3.5, 2757: 4.5, 2755: 3.5, 1574: 4.5, 4912: 3.5, 455: 4.5, 13370: 4.0, 8326: 4.0, 11516: 4.5, 12: 4.0, 3009: 5.0, 216: 4.0, 22: 4.0, 9051: 3.5, 4593: 5.0, 6619: 4.0, 153: 4.5, 11832: 4.0, 470: 4.5, 10147: 4.0, 1643: 5.0, 2000: 4.5, 7857: 4.0, 15659: 3.5, 10744: 4.0, 11023: 4.0, 133919: 4.5, 1786: 4.0, 28257: 5.0, 26520: 3.5, 10780: 3.5, 32044: 4.0, 33766: 4.0}"
157,"{424: 5.0, 11543: 5.0, 1585: 3.0, 510: 3.0, 105: 4.0, 380: 4.0, 9745: 3.0, 2112: 4.0, 817: 4.0, 14283: 3.0, 332: 2.0, 4806: 2.0, 11353: 3.0, 550: 5.0, 856: 4.0, 1850: 3.0, 926: 2.0, 9876: 2.0, 14181: 4.0, 9285: 3.0, 2123: 5.0}"
158,"{10802: 3.0, 9067: 4.0, 10830: 2.5, 10537: 3.0, 7340: 3.5, 2928: 2.5, 6471: 3.5, 9276: 4.0, 2112: 5.0, 4951: 3.5, 1844: 2.5, 9824: 2.5, 1911: 4.5, 11527: 2.5, 657: 3.0, 2069: 4.0, 838: 3.0, 584: 3.0, 170: 4.0, 10035: 2.5, 9282: 4.0, 1562: 4.0, 4513: 3.0, 13197: 4.5, 7840: 3.5, 4832: 4.0}"
159,"{862: 4.5, 9909: 3.5, 2054: 3.0, 197: 3.0, 568: 4.0, 11472: 3.0, 680: 0.5, 278: 4.5, 2064: 3.0, 13: 4.0, 712: 2.5, 1637: 3.0, 329: 3.0, 9800: 2.0, 858: 3.0, 251: 4.0, 114: 4.0, 88: 4.0, 2493: 4.0, 235: 2.0, 137: 4.5, 639: 4.5, 8874: 3.0, 489: 5.0, 597: 3.5, 2898: 2.5, 380: 3.0, 9489: 3.0, 509: 3.0, 4806: 1.5, 14: 4.0, 550: 3.0, 863: 4.5, 497: 0.5, 9475: 1.0, 641: 0.5, 392: 2.0, 8358: 3.0, 2018: 2.0, 634: 5.0, 808: 4.0, 824: 2.5, 8835: 2.5, 9778: 3.0, 585: 4.0, 8346: 4.0, 245: 2.0, 2642: 3.0, 310: 4.0, 12: 4.5, 508: 4.5, 616: 4.0, 38: 0.5, 809: 4.0, 11036: 4.0, 9801: 2.0, 70: 4.0, 2567: 2.0, 8488: 3.0, 69: 3.5, 350: 4.0, 1262: 1.0, 1402: 5.0, 1581: 2.0, 7326: 5.0, 10681: 2.0, 12405: 0.5, 4922: 4.0, 10201: 4.0, 14306: 5.0, 16538: 3.0, 14160: 3.0, 19913: 5.0, 22881: 5.0, 19995: 4.0, 34016: 4.0, 10193: 5.0, 45269: 3.5, 45317: 2.0, 41630: 3.0, 38050: 3.0, 50544: 2.5, 50014: 3.5, 59440: 4.0, 40807: 3.5, 62177: 3.5, 84892: 3.5, 68734: 4.5, 62211: 3.0, 122906: 5.0, 109445: 3.0, 106646: 2.0, 152601: 2.0, 210577: 2.0, 257211: 4.5, 127380: 4.5, 381284: 5.0}"
